# Fix print output for fix extra
0.00028527216536727406215 1.9531250000000004642e-06 2048000.8499999926426 0.89849854735287237872 1.6682965593934735797e-06 1
0.00057054433073454812429 1.9531250000000004642e-06 2048000.8499999707565 0.93431498425083148174 1.6746380182296612071e-06 1
0.00085581649610182218644 1.9531250000000004642e-06 2048000.8499999344349 0.9572230627523030666 1.6811392860566471102e-06 1
0.0011410886614690962486 1.9531250000000004642e-06 2048000.8499998839106 0.97188385755634498775 1.6877861334607987901e-06 1
0.0014263608268363704192 1.9531250000000004642e-06 2048000.8499998196494 0.98127503756664569146 1.6945753728894968973e-06 1
0.0017116329922036443729 1.9531250000000004642e-06 2048000.8499997414183 0.98729884405863166386 1.7015037081766059858e-06 1
0.0019969051575709183266 1.9531250000000004642e-06 2048000.8499996499158 0.99117050339902146305 1.7085677946907624598e-06 1
0.0022821773229381924972 1.9531250000000004642e-06 2048000.8499995453749 0.99366636217070036796 1.7157640706659962246e-06 1
0.0025674494883054666677 1.9531250000000004642e-06 2048000.8499994284939 0.99528240349526542197 1.7230888656842220098e-06 1
0.0028527216536727408383 1.9531250000000004642e-06 2048000.8499992995057 0.99633551038250700582 1.7305383827824177705e-06 1
0.0031379938190400145752 1.9531250000000004642e-06 2048000.8499991581775 0.99702815389016041792 1.7381087027381851313e-06 1
0.0034232659844072887458 1.9531250000000004642e-06 2048000.8499990063719 0.99748971599716662606 1.7455385649694664552e-06 1
0.0037085381497745629163 1.9531250000000004642e-06 2048000.8499988443218 0.99780288687478335685 1.7531472840045835002e-06 1
0.0039938103151418366532 1.9531250000000004642e-06 2048000.84999867226 0.99802052791439688217 1.7608614788611158965e-06 1
0.0042790824805091108238 1.9531250000000004642e-06 2048000.8499984908849 0.99817644370405034238 1.7686732165861427107e-06 1
0.0045643546458763849943 1.9531250000000004642e-06 2048000.8499983008951 0.99829226309536811534 1.7765778074124069249e-06 1
0.0048496268112436591649 1.9531250000000004642e-06 2048000.8499981027562 0.99838183498414045935 1.7845706368968205139e-06 1
0.0051348989766109333355 1.9531250000000004642e-06 2048000.8499978973996 0.99845403651825803681 1.7925912358099408117e-06 1
0.005420171141978207506 1.9531250000000004642e-06 2048000.8499976848252 0.99851456703048491192 1.800658479771938626e-06 1
0.0057054433073454816766 1.9531250000000004642e-06 2048000.8499974664301 0.99856709412431932105 1.8088260727289924178e-06 1
0.0059907154727127549798 1.9531250000000004642e-06 2048000.849997242447 0.99861398604643814014 1.8170558086221646855e-06 1
0.0062759876380800291504 1.9531250000000004642e-06 2048000.8499970135745 0.99865677961052834455 1.825346824312948965e-06 1
0.0065612598034473033209 1.9531250000000004642e-06 2048000.849996780511 0.99869647918532722386 1.8336941104298248942e-06 1
0.0068465319688145774915 1.9531250000000004642e-06 2048000.8499965437222 0.99873374779013190938 1.8420925031214453871e-06 1
0.0071318041341818516621 1.9531250000000004642e-06 2048000.8499963041395 0.99876902925221933138 1.8505367494965276549e-06 1
0.0074170762995491258326 1.9531250000000004642e-06 2048000.8499960624613 0.99880262631756111524 1.8590216000534165581e-06 1
0.0077023484649164000032 1.9531250000000004642e-06 2048000.8499958189204 0.99883475062562965263 1.8675331989728709692e-06 1
0.0079876206302836733064 1.9531250000000004642e-06 2048000.8499955742154 0.99886555467355697679 1.8760642695346361912e-06 1
0.0082728927956509483443 1.9531250000000004642e-06 2048000.8499953295104 0.9988951522848503739 1.8846165479566143591e-06 1
0.0085581649610182216475 1.9531250000000004642e-06 2048000.8499950845726 0.99892363176639820121 1.8931899639380596064e-06 1
0.0088434371263854966855 1.9531250000000004642e-06 2048000.8499948405661 0.99895106436448244391 1.9017765950154141566e-06 1
