1.471472e+01 1.001307e+04
2.942944e+01 7.796393e+03
4.414416e+01 1.320020e+03
5.885888e+01 2.466997e+02
7.357360e+01 8.277315e+01
8.828832e+01 5.398803e+01
1.030030e+02 2.726434e+01
1.177178e+02 1.297476e+01
1.324325e+02 7.429334e+00
1.471472e+02 6.155558e+00
1.618619e+02 4.367833e+00
1.765766e+02 3.822785e+00
1.912914e+02 3.109088e+00
2.060061e+02 1.972684e+00
2.207208e+02 1.664334e+00
2.354355e+02 1.371011e+00
2.501502e+02 1.087549e+00
2.648650e+02 1.008518e+00
2.795797e+02 8.032901e-01
2.942944e+02 5.680474e-01
3.090091e+02 4.346453e-01
3.237238e+02 4.287655e-01
3.384386e+02 3.318571e-01
3.531533e+02 3.282933e-01
3.678680e+02 3.465543e-01
3.825827e+02 3.354877e-01
3.972974e+02 3.131346e-01
4.120122e+02 2.908529e-01
4.267269e+02 2.780000e-01
4.414416e+02 2.448568e-01
4.561563e+02 2.526511e-01
4.708710e+02 2.110717e-01
4.855857e+02 1.811165e-01
5.003005e+02 2.210895e-01
5.150152e+02 1.826720e-01
5.297299e+02 1.767221e-01
5.444446e+02 1.573783e-01
5.591593e+02 1.580462e-01
5.738741e+02 1.576255e-01
5.885888e+02 1.330286e-01
6.033035e+02 1.326449e-01
6.180182e+02 1.328784e-01
6.327329e+02 1.527222e-01
6.474477e+02 1.472045e-01
6.621624e+02 1.185503e-01
6.768771e+02 1.114040e-01
6.915918e+02 1.074282e-01
7.063065e+02 9.261979e-02
7.210213e+02 8.963692e-02
7.357360e+02 8.969642e-02
7.504507e+02 7.760890e-02
7.651654e+02 7.182830e-02
7.798801e+02 6.689797e-02
7.945949e+02 7.859016e-02
8.093096e+02 8.817338e-02
8.240243e+02 8.297443e-02
8.387390e+02 7.899675e-02
8.534537e+02 7.142674e-02
8.681685e+02 6.354612e-02
8.828832e+02 6.783596e-02
8.975979e+02 6.640731e-02
9.123126e+02 6.067236e-02
9.270273e+02 6.390160e-02
9.417421e+02 5.799338e-02
9.564568e+02 5.499458e-02
9.711715e+02 5.236230e-02
9.858862e+02 5.115751e-02
1.000601e+03 5.104584e-02
1.015316e+03 4.797851e-02
1.030030e+03 4.706818e-02
1.044745e+03 4.433745e-02
1.059460e+03 4.361738e-02
1.074175e+03 4.306476e-02
1.088889e+03 4.443642e-02
1.103604e+03 4.374472e-02
1.118319e+03 4.398984e-02
1.133033e+03 4.457022e-02
1.147748e+03 4.196677e-02
1.162463e+03 3.994898e-02
1.177178e+03 4.362984e-02
1.191892e+03 3.999271e-02
1.206607e+03 4.279907e-02
1.221322e+03 3.899670e-02
1.236036e+03 3.647346e-02
1.250751e+03 3.702851e-02
1.265466e+03 3.371799e-02
1.280181e+03 3.646197e-02
1.294895e+03 3.286628e-02
1.309610e+03 3.206727e-02
1.324325e+03 3.334824e-02
1.339039e+03 3.383702e-02
1.353754e+03 3.217594e-02
1.368469e+03 3.256675e-02
1.383184e+03 3.490701e-02
1.397898e+03 3.453963e-02
1.412613e+03 3.284837e-02
1.427328e+03 3.328870e-02
1.442043e+03 3.073145e-02
1.456757e+03 3.124874e-02
1.471472e+03 3.152746e-02
1.486187e+03 3.181639e-02
1.500901e+03 3.097991e-02
1.515616e+03 2.959339e-02
1.530331e+03 2.974944e-02
1.545046e+03 2.929999e-02
1.559760e+03 2.847031e-02
1.574475e+03 2.908178e-02
1.589190e+03 2.911749e-02
1.603904e+03 3.155119e-02
1.618619e+03 2.987393e-02
1.633334e+03 3.082996e-02
1.648049e+03 3.029897e-02
1.662763e+03 3.060536e-02
1.677478e+03 3.051131e-02
1.692193e+03 3.089901e-02
1.706907e+03 3.203433e-02
1.721622e+03 2.927930e-02
1.736337e+03 3.171129e-02
1.751052e+03 3.194125e-02
1.765766e+03 3.158886e-02
1.780481e+03 3.144271e-02
1.795196e+03 3.248337e-02
1.809911e+03 3.034836e-02
1.824625e+03 2.942066e-02
1.839340e+03 3.060671e-02
1.854055e+03 3.342799e-02
1.868769e+03 3.032559e-02
1.883484e+03 3.144473e-02
1.898199e+03 3.235555e-02
1.912914e+03 3.183417e-02
1.927628e+03 3.231466e-02
1.942343e+03 3.063340e-02
1.957058e+03 3.230357e-02
1.971772e+03 3.047751e-02
1.986487e+03 3.184270e-02
2.001202e+03 3.297024e-02
2.015917e+03 3.066286e-02
2.030631e+03 3.049494e-02
2.045346e+03 3.121988e-02
2.060061e+03 3.143211e-02
2.074775e+03 3.105048e-02
2.089490e+03 3.181282e-02
2.104205e+03 3.162578e-02
2.118920e+03 3.064678e-02
2.133634e+03 3.116796e-02
2.148349e+03 3.244509e-02
2.163064e+03 3.246308e-02
2.177779e+03 3.167359e-02
2.192493e+03 2.953894e-02
2.207208e+03 3.054825e-02
2.221923e+03 3.122015e-02
2.236637e+03 3.077064e-02
2.251352e+03 3.051440e-02
2.266067e+03 2.871629e-02
2.280782e+03 3.052623e-02
2.295496e+03 3.083208e-02
2.310211e+03 3.075803e-02
2.324926e+03 3.039647e-02
2.339640e+03 2.963635e-02
2.354355e+03 2.998431e-02
2.369070e+03 3.098171e-02
2.383785e+03 3.065074e-02
2.398499e+03 3.186030e-02
2.413214e+03 3.142081e-02
2.427929e+03 3.255201e-02
2.442643e+03 3.195357e-02
2.457358e+03 3.206996e-02
2.472073e+03 3.200291e-02
2.486788e+03 3.187702e-02
2.501502e+03 2.924069e-02
2.516217e+03 3.056142e-02
2.530932e+03 3.088225e-02
2.545647e+03 2.984951e-02
2.560361e+03 3.005003e-02
2.575076e+03 2.871539e-02
2.589791e+03 2.991471e-02
2.604505e+03 3.030434e-02
2.619220e+03 2.964166e-02
2.633935e+03 3.007022e-02
2.648650e+03 3.037975e-02
2.663364e+03 3.119125e-02
2.678079e+03 3.174742e-02
2.692794e+03 3.196818e-02
2.707508e+03 3.140212e-02
2.722223e+03 3.283805e-02
2.736938e+03 3.210581e-02
2.751653e+03 3.092870e-02
2.766367e+03 3.160142e-02
2.781082e+03 3.116401e-02
2.795797e+03 2.987893e-02
2.810511e+03 3.135386e-02
2.825226e+03 3.083594e-02
2.839941e+03 3.135262e-02
2.854656e+03 3.076404e-02
2.869370e+03 3.114514e-02
2.884085e+03 3.049352e-02
2.898800e+03 3.162169e-02
2.913514e+03 3.059511e-02
2.928229e+03 3.105831e-02
2.942944e+03 2.965666e-02
2.957659e+03 3.292843e-02
2.972373e+03 3.131806e-02
2.987088e+03 3.252726e-02
3.001803e+03 3.093434e-02
3.016518e+03 3.211289e-02
3.031232e+03 3.253046e-02
3.045947e+03 3.130195e-02
3.060662e+03 3.281929e-02
3.075376e+03 3.274318e-02
3.090091e+03 3.335665e-02
3.104806e+03 3.263927e-02
3.119521e+03 3.328630e-02
3.134235e+03 3.381810e-02
3.148950e+03 3.379501e-02
3.163665e+03 3.427072e-02
3.178379e+03 3.435588e-02
3.193094e+03 3.380557e-02
3.207809e+03 3.398237e-02
3.222524e+03 3.437656e-02
3.237238e+03 3.467791e-02
3.251953e+03 3.652624e-02
3.266668e+03 3.591684e-02
3.281382e+03 3.675750e-02
3.296097e+03 3.594158e-02
3.310812e+03 3.665624e-02
3.325527e+03 3.867440e-02
3.340241e+03 3.806876e-02
3.354956e+03 3.986226e-02
3.369671e+03 4.139463e-02
3.384386e+03 4.197883e-02
3.399100e+03 4.219541e-02
3.413815e+03 4.136814e-02
3.428530e+03 4.180465e-02
3.443244e+03 4.028011e-02
3.457959e+03 4.084344e-02
3.472674e+03 4.210080e-02
3.487389e+03 4.266930e-02
3.502103e+03 4.122576e-02
3.516818e+03 4.222172e-02
3.531533e+03 4.265852e-02
3.546247e+03 4.324404e-02
3.560962e+03 4.086895e-02
3.575677e+03 4.184954e-02
3.590392e+03 4.329592e-02
3.605106e+03 4.503304e-02
3.619821e+03 4.538295e-02
3.634536e+03 4.390175e-02
3.649250e+03 4.398108e-02
3.663965e+03 4.279884e-02
3.678680e+03 4.365448e-02
3.693395e+03 4.516591e-02
3.708109e+03 4.468454e-02
3.722824e+03 4.701886e-02
3.737539e+03 5.025576e-02
3.752254e+03 4.781915e-02
3.766968e+03 4.696569e-02
